准考證號,國文,英文,數學,自然,社會
7566,91,83,49,76,97
7567,72,100,16,96,91
7568,85,100,73,43,78
7569,84,23,48,66,84
7570,80,77,67,50,83
7571,82,15,37,17,91
7572,78,65,46,68,91
7573,76,84,44,64,66
7574,81,66,50,53,77
7575,83,100,47,89,77
7576,85,49,56,75,88
7577,70,71,30,89,69
7578,85,80,41,82,74
7579,59,49,77,71,98
7580,69,94,0,78,79
7581,82,81,46,51,78
7582,66,100,74,40,82
7583,68,51,45,81,100
7584,73,57,11,57,71
7585,94,35,28,64,68
7586,62,60,77,21,82
7587,74,59,6,72,100
7588,67,53,61,51,85
7589,76,100,5,32,77
7590,69,77,74,90,79
7591,72,71,32,80,79
7592,83,60,15,61,85
7593,83,55,24,100,76
7594,78,89,67,73,75
7595,94,74,0,58,83
7596,73,53,0,73,81
7597,70,82,27,48,85
7598,87,45,36,45,70
7599,55,71,24,88,83
7600,72,19,100,47,74
7601,83,21,35,72,85
7602,77,60,74,59,89
7603,65,60,15,62,80
7604,84,46,45,80,79
7605,75,55,42,46,85
7606,81,78,13,91,82
7607,64,56,59,42,77
7608,84,77,7,50,72
7609,63,39,18,52,72
7610,85,47,15,31,86
7611,75,51,80,5,71
7612,89,100,48,42,62
7613,66,100,36,76,88
7614,63,62,6,39,84
7615,69,93,2,37,64
7616,76,35,46,40,82
7617,85,90,22,91,81
7618,70,59,44,64,75
7619,81,70,31,81,89
7620,72,67,2,86,82
7621,72,36,20,59,79
7622,78,58,0,44,81
7623,79,48,39,76,79
7624,77,66,73,47,87
7625,80,79,62,56,82
7626,72,78,50,50,65
7627,74,59,59,67,84
7628,70,78,49,89,73
7629,68,49,17,95,87
7630,69,39,19,30,66
7631,90,19,32,59,75
7632,82,64,21,72,88
7633,90,31,0,45,84
7634,68,48,19,71,94
7635,68,99,1,92,70
7636,63,86,67,57,85
7637,78,69,44,75,84
7638,71,89,0,68,78
7639,79,77,0,65,70
7640,77,97,22,57,69
7641,61,26,39,39,67
7642,64,23,25,80,81
7643,80,63,33,53,87
7644,84,57,73,63,66
7645,57,68,58,49,74
7646,86,49,59,74,76
7647,87,100,50,59,84
7648,64,100,56,65,89
7649,82,100,66,68,82
7650,85,25,0,84,89
7651,83,74,47,35,75
7652,69,47,23,44,74
7653,89,61,26,90,87
7654,99,32,0,62,66
7655,74,63,49,64,74
7656,73,60,25,65,83
7657,64,72,35,74,52
7658,85,39,0,81,77
7659,90,58,60,73,73
7660,66,85,0,49,75
7661,56,89,66,54,83
7662,73,89,69,65,69
7663,70,52,96,67,88
7664,87,72,9,66,78
7665,88,100,73,83,72
7666,79,65,2,94,66
7667,87,13,94,53,75
7668,85,71,88,78,69
7669,76,60,29,39,66
7670,84,79,41,52,90
7671,72,34,48,73,90
7672,80,100,89,70,70
7673,68,81,55,73,72
7674,62,70,17,74,75
7675,64,44,29,3,80
7676,77,43,35,58,88
7677,67,68,99,78,88
7678,72,30,73,72,89
7679,73,33,58,64,72
7680,75,46,7,48,86
7681,82,65,43,59,75
7682,62,25,14,71,73
7683,74,64,74,62,79
7684,90,87,55,77,85
7685,92,77,12,60,77
7686,90,98,1,78,81
7687,62,56,25,67,90
7688,74,45,17,50,78
7689,77,61,43,46,75
7690,74,52,47,70,79
7691,90,49,35,52,85
7692,92,77,51,61,80
7693,55,33,0,53,76
7694,65,24,29,38,84
7695,82,37,24,45,82
7696,83,60,58,69,64
7697,74,91,48,45,69
7698,95,42,33,99,85
7699,74,37,33,31,76
7700,81,65,7,59,74
7701,77,68,12,39,64
7702,68,65,0,73,63
7703,89,42,35,77,84
7704,69,70,0,57,77
7705,73,100,66,42,80
7706,86,26,74,81,83
7707,64,56,42,91,67
7708,75,28,15,69,71
7709,74,88,39,31,75
7710,70,83,35,93,73
7711,77,70,54,64,84
7712,83,59,87,82,76
7713,77,53,27,48,77
7714,86,70,31,40,88
7715,81,100,58,67,79
7716,73,56,100,67,83
7717,74,87,26,72,80
7718,73,58,17,41,76
7719,78,79,33,69,77
7720,63,69,32,27,72
7721,73,52,30,44,77
7722,69,44,11,30,87
7723,72,49,75,43,78
7724,61,35,65,42,82
7725,86,40,36,76,78
7726,78,52,61,66,66
7727,67,52,19,51,75
7728,64,94,43,98,74
7729,67,68,12,52,79
7730,90,93,56,76,53
7731,84,62,71,64,69
7732,83,42,34,18,90
7733,66,73,58,42,74
7734,81,81,49,23,96
7735,74,42,21,78,55
7736,64,9,37,64,81
7737,82,79,37,58,88
7738,64,71,38,70,74
7739,82,23,41,58,82
7740,73,79,43,47,75
7741,72,65,30,37,90
7742,84,89,7,11,79
7743,61,66,89,44,88
7744,91,68,86,51,65
7745,70,80,53,59,77
7746,91,71,100,14,83
7747,67,53,78,68,97
7748,75,32,89,39,83
7749,45,76,15,51,94
7750,81,55,49,45,64
7751,73,92,47,47,90
7752,52,74,1,73,60
7753,72,65,68,54,78
7754,81,37,48,57,76
7755,61,48,52,76,83
7756,83,46,74,60,84
7757,77,65,41,80,97
7758,76,36,75,50,81
7759,60,100,58,81,82
7760,68,35,45,96,74
7761,72,15,15,73,70
7762,79,61,0,94,80
7763,79,85,0,79,75
7764,68,37,15,89,77
7765,75,51,20,93,90
7766,76,100,30,52,92
7767,69,41,60,62,78
7768,71,83,51,72,85
7769,78,58,62,27,77
7770,87,68,62,31,79
7771,64,60,7,77,84
7772,73,52,25,67,68
7773,84,88,58,44,70
7774,67,82,19,75,89
7775,64,34,76,45,74
7776,73,84,62,88,76
7777,66,61,24,94,91
7778,98,92,43,65,74
7779,95,100,40,21,69
7780,67,26,49,80,84
7781,85,67,26,51,67
7782,66,68,78,45,74
7783,79,75,61,41,83
7784,70,100,73,79,71
7785,49,62,14,86,83
7786,61,90,31,56,79
7787,56,75,44,47,77
7788,58,57,79,28,86
7789,62,73,24,69,68
7790,87,80,0,94,72
7791,94,41,16,45,72
7792,58,50,0,46,75
7793,81,96,31,62,71
7794,59,53,41,71,89
7795,81,69,42,86,89
7796,84,71,94,75,65
7797,74,24,90,51,80
7798,67,64,78,55,83
7799,85,70,66,38,84
7800,71,20,27,46,76
7801,65,59,45,100,75
7802,78,0,24,46,86
7803,82,100,76,71,87
7804,57,86,50,46,82
7805,76,81,19,74,85
7806,81,42,1,49,77
7807,73,52,48,45,88
7808,71,41,31,49,76
7809,79,7,33,53,68
7810,84,77,42,45,79
7811,69,76,19,69,76
7812,79,100,53,87,75
7813,74,86,31,56,84
7814,91,96,0,18,71
7815,74,9,34,51,83
7816,61,73,49,21,80
7817,85,99,0,66,85
7818,79,95,83,85,75
7819,81,89,70,35,80
7820,77,43,58,45,60
7821,79,44,36,50,83
7822,59,42,69,65,84
7823,67,68,71,27,83
7824,86,25,59,58,83
7825,70,71,24,65,85
7826,82,39,29,51,88
7827,52,47,19,39,86
7828,81,66,21,39,66
7829,81,35,8,70,79
7830,72,54,18,68,76
7831,82,85,16,88,93
7832,73,96,72,75,78
7833,90,61,46,71,82
7834,62,56,85,30,89
7835,63,71,35,100,75
7836,93,90,42,60,73
7837,65,100,0,50,80
7838,61,5,84,69,88
7839,71,70,38,62,94
7840,80,67,42,79,68
7841,77,90,0,33,73
7842,72,89,64,60,76
7843,73,60,56,55,80
7844,89,20,44,75,83
7845,72,63,72,74,76
7846,85,54,52,83,88
7847,64,50,56,44,78
7848,74,45,46,70,80
7849,70,35,32,60,86
7850,90,89,31,77,86
7851,63,73,57,63,84
7852,73,58,70,70,90
7853,77,55,2,47,77
7854,63,89,0,67,70
7855,80,27,70,27,85
7856,66,48,10,57,91
7857,57,50,47,73,79
7858,68,74,41,88,85
7859,58,4,19,81,80
7860,63,46,51,61,82
7861,59,63,74,90,99
7862,64,91,0,65,83
7863,61,75,63,34,74
7864,69,77,78,32,83
7865,73,100,58,70,73
7866,65,74,34,26,86
7867,89,48,35,65,84
7868,63,51,25,53,78
7869,74,100,21,75,79
7870,82,74,79,14,83
7871,74,100,48,70,86
7872,67,11,51,42,88
7873,62,29,99,60,78
7874,73,83,72,18,98
7875,92,84,28,64,79
7876,73,58,100,22,80
7877,64,83,9,46,78
7878,99,78,16,91,77
7879,71,45,0,45,94
7880,69,59,0,65,79
7881,77,39,12,99,83
7882,72,80,31,74,88
7883,76,87,27,60,76
7884,80,75,9,67,78
7885,87,13,30,63,72
7886,73,30,25,86,80
7887,74,88,55,62,81
7888,70,90,0,56,84
7889,71,57,0,65,73
7890,86,58,68,27,85
7891,67,35,65,58,75
7892,64,50,37,85,75
7893,71,38,48,84,81
7894,71,56,50,83,86
7895,80,73,73,59,86
7896,60,59,65,58,71
7897,70,40,27,81,99
7898,82,63,79,7,92
7899,70,55,0,81,72
7900,80,58,29,37,90
7901,72,93,66,34,79
7902,55,19,0,37,80
7903,61,42,18,61,72
7904,71,48,12,47,75
7905,73,100,20,81,79
7906,83,41,0,78,73
7907,78,55,64,66,62
7908,74,51,16,36,80
7909,73,91,1,100,70
7910,64,74,60,62,92
7911,73,41,44,60,94
7912,82,71,71,71,78
7913,100,69,0,63,77
7914,59,96,64,25,95
7915,80,72,8,70,74
7916,64,80,34,70,68
7917,92,49,57,25,92
7918,75,48,64,58,76
7919,56,46,72,42,85
7920,67,78,0,44,81
7921,81,36,31,91,79
7922,74,48,62,90,77
7923,68,62,45,48,85
7924,63,76,53,80,74
7925,69,42,19,38,82
7926,65,79,35,63,74
7927,59,26,66,84,67
7928,74,61,21,82,83
7929,80,50,54,72,77
7930,74,61,51,64,79
7931,91,35,25,52,87
7932,73,66,96,82,70
7933,64,76,43,22,81
7934,68,53,0,60,77
7935,81,59,50,87,78
7936,91,68,47,66,78
7937,88,94,47,82,75
7938,79,62,13,95,87
7939,63,85,84,31,74
7940,94,47,40,53,83
7941,81,33,54,52,74
7942,81,97,0,69,100
7943,67,79,62,51,77
7944,76,46,0,61,76
7945,60,31,65,74,79
7946,85,32,46,80,92
7947,65,82,90,69,79
7948,67,45,28,40,72
7949,60,71,26,52,98
7950,87,42,36,67,80
7951,60,60,50,34,81
7952,74,59,4,61,77
7953,71,63,21,69,78
7954,54,36,43,41,67
7955,78,27,44,23,79
7956,79,61,2,66,86
7957,57,37,100,78,91
7958,64,55,25,24,65
7959,85,53,55,59,80
7960,94,59,26,100,80
7961,74,40,33,67,67
7962,79,67,40,50,76
7963,72,72,0,40,68
7964,61,83,98,58,93
7965,74,57,79,71,80
7966,63,59,53,23,75
7967,75,27,41,65,72
7968,91,89,61,73,86
7969,94,43,49,63,80
7970,65,63,6,23,73
7971,76,62,56,82,90
7972,77,61,22,35,72
7973,90,73,11,51,84
7974,79,44,6,67,79
7975,86,64,82,54,78
7976,60,52,68,49,81
7977,78,58,60,93,71
7978,84,17,27,19,98
7979,82,100,13,48,60
7980,63,50,85,44,88
7981,75,28,35,42,79
7982,78,30,50,23,81
7983,79,27,55,59,88
7984,84,60,0,92,76
7985,79,54,49,100,89
7986,71,57,21,64,84
7987,90,43,35,52,87
7988,76,70,66,59,63
7989,82,83,0,88,82
7990,75,34,33,39,78
7991,69,51,27,63,80
7992,53,78,56,80,87
7993,77,53,42,68,87
7994,97,98,25,64,71
7995,85,23,81,45,74
7996,86,69,68,53,80
7997,68,63,50,37,82
7998,81,51,26,70,81
7999,89,52,44,91,72
8000,79,45,84,41,80
8001,72,63,5,45,74
8002,81,72,44,93,84
8003,69,43,53,74,74
8004,79,81,49,70,72
8005,75,21,31,62,85
8006,71,68,62,24,76
8007,78,66,9,93,83
8008,70,65,24,62,81
8009,74,50,35,57,67
8010,77,72,0,30,64
8011,77,51,32,58,79
8012,72,55,37,68,60
8013,73,61,28,44,73
8014,66,71,4,50,78
8015,91,74,0,61,78
8016,86,100,13,45,76
8017,68,64,65,74,76
8018,75,84,30,55,65
8019,82,79,0,85,70
8020,92,74,30,60,80
8021,83,88,6,45,78
8022,83,100,31,82,76
8023,60,46,37,40,94
8024,55,78,17,82,59
8025,79,84,59,70,75
8026,76,64,0,52,89
8027,62,61,31,46,75
8028,87,54,42,73,77
8029,75,80,33,31,89
8030,68,56,27,89,86
8031,61,96,46,76,87
8032,64,75,87,83,79
8033,77,88,70,73,77
8034,64,51,55,79,73
8035,62,86,18,71,86
8036,78,80,47,29,82
8037,69,49,72,88,95
8038,84,44,69,69,80
8039,71,78,48,20,69
8040,80,94,0,64,63
8041,86,40,12,44,87
8042,71,84,55,83,71
8043,80,70,0,49,76
8044,82,10,17,32,90
8045,66,56,81,69,64
8046,87,82,20,64,80
8047,74,69,27,68,79
8048,75,97,37,43,77
8049,59,31,56,64,71
8050,68,76,50,45,84
8051,78,42,18,44,93
8052,72,58,0,36,77
8053,77,96,28,25,77
8054,69,57,35,35,84
8055,77,82,46,76,55
8056,69,45,13,12,83
8057,93,71,10,73,96
8058,73,49,71,91,90
8059,76,0,45,54,82
8060,69,85,65,63,75
8061,69,51,59,70,73
8062,77,96,47,63,70
8063,73,47,9,69,72
8064,66,56,34,58,76
8065,99,84,18,62,76
8066,72,70,60,97,78
8067,81,52,74,56,78
8068,72,69,42,60,100
8069,67,79,43,93,86
8070,67,58,64,70,84
8071,61,58,53,30,87
8072,94,38,0,58,78
8073,86,54,44,41,63
8074,83,34,7,78,90
8075,79,62,100,91,75
8076,82,35,95,69,76
8077,57,100,10,78,79
8078,77,81,22,69,73
8079,83,39,71,52,83
8080,83,62,51,41,74
8081,53,90,51,45,86
8082,82,77,38,100,72
8083,76,70,77,62,81
8084,73,46,14,60,79
8085,84,89,16,100,82
8086,77,49,60,66,91
8087,90,59,75,12,77
8088,82,49,94,93,82
8089,88,76,45,54,86
8090,66,52,33,69,74
8091,71,42,56,47,84
8092,76,55,12,100,95
8093,81,63,11,65,80
8094,79,68,13,71,84
8095,84,54,100,47,76
8096,90,50,38,43,83
8097,78,77,73,55,73
8098,77,97,7,27,75
8099,72,93,24,67,69
8100,75,62,27,53,84
8101,77,73,0,72,70
8102,67,92,31,37,78
8103,81,55,18,82,78
8104,69,62,45,60,79
8105,69,81,35,27,81
8106,79,50,61,49,84
8107,86,71,67,83,81
8108,75,80,31,95,75
8109,62,70,20,29,76
8110,90,78,47,80,89
8111,60,58,71,69,86
8112,78,52,20,66,78
8113,71,11,74,77,85
8114,86,86,0,50,92
8115,63,72,38,44,86
8116,78,30,34,77,90
8117,66,25,32,53,84
8118,75,33,16,12,78
8119,73,34,25,29,72
8120,76,47,0,78,66
8121,71,51,0,45,80
8122,83,65,20,71,90
8123,83,75,79,45,76
8124,72,100,44,62,79
8125,87,52,76,4,74
8126,80,43,86,91,76
8127,58,50,29,65,75
8128,65,64,47,16,63
8129,67,62,73,75,88
8130,59,76,28,64,80
8131,80,70,91,72,73
8132,65,75,42,36,92
8133,78,100,81,29,80
8134,85,29,0,84,80
8135,83,56,0,68,85
8136,72,68,21,59,66
8137,77,93,33,79,90
8138,70,41,26,88,92
8139,98,27,22,67,70
8140,76,65,52,58,89
8141,71,73,23,57,74
8142,70,81,18,74,70
8143,68,78,0,69,87
8144,71,96,54,87,86
8145,69,77,50,71,81
8146,71,68,12,79,85
8147,77,44,60,19,71
8148,86,70,32,77,73
8149,68,56,100,54,65
8150,93,56,3,77,66
8151,84,15,62,83,86
8152,88,44,8,68,76
8153,69,66,64,84,92
8154,70,55,26,76,61
8155,64,47,43,21,86
8156,73,78,0,100,80
8157,73,60,30,71,84
8158,75,44,25,73,82
8159,65,74,17,29,81
8160,67,34,42,94,77
8161,70,18,49,41,82
8162,79,100,46,51,87
8163,74,55,39,54,90
8164,66,41,43,84,93
8165,94,31,46,0,79
8166,63,57,53,87,76
8167,68,32,14,48,94
8168,79,38,32,66,73
8169,95,73,72,44,89
8170,81,76,25,42,70
8171,74,46,39,56,76
8172,88,89,25,81,72
8173,61,71,73,30,92
8174,76,67,55,56,57
8175,63,92,62,24,68
8176,83,49,44,50,76
8177,69,14,66,50,71
8178,67,55,41,70,86
8179,69,100,67,37,82
8180,88,85,75,40,80
8181,62,100,0,39,69
8182,73,0,45,67,89
8183,91,100,43,37,82
8184,100,32,24,58,74
8185,62,100,53,60,75
8186,81,100,0,67,86
8187,61,57,80,95,92
8188,78,24,60,85,75
8189,89,45,32,60,90
8190,80,63,61,48,74
8191,74,81,27,49,93
8192,82,52,2,59,84
8193,79,58,50,38,72
8194,64,11,49,64,70
8195,87,76,31,67,75
8196,78,100,37,94,76
8197,75,60,70,51,74
8198,67,89,13,77,76
8199,79,59,32,77,80
8200,64,73,40,54,77
8201,67,8,32,73,79
8202,85,21,0,66,77
8203,74,80,0,75,75
8204,69,44,17,54,77
8205,81,60,71,88,81
8206,63,91,60,41,78
8207,62,97,40,20,66
8208,73,94,21,50,82
8209,85,56,0,59,65
8210,79,76,16,82,79
8211,72,84,62,55,85
8212,81,63,20,62,73
8213,73,73,32,59,81
8214,80,100,38,100,81
8215,83,48,44,61,71
8216,88,37,1,77,86
8217,69,3,95,54,82
8218,79,53,65,61,72
8219,86,55,59,67,78
8220,74,35,40,77,86
8221,69,66,0,39,83
8222,65,32,11,69,92
8223,62,100,53,88,82
8224,89,66,7,100,86
8225,73,57,42,73,69
8226,68,39,38,41,77
8227,89,78,60,100,72
8228,75,19,60,56,61
8229,61,41,18,65,72
8230,72,26,44,100,86
8231,69,49,43,100,82
8232,72,88,87,85,87
8233,78,56,52,98,79
8234,71,15,27,21,82
8235,80,57,37,100,78
8236,67,15,0,77,76
8237,56,83,41,76,92
8238,60,80,70,90,79
8239,68,100,9,72,83
8240,66,20,31,84,89
8241,74,69,100,52,73
8242,73,65,11,34,76
8243,82,66,22,50,74
8244,54,96,91,51,75
8245,64,36,70,65,63
8246,76,44,37,48,74
8247,72,54,41,59,95
8248,86,72,16,76,81
8249,72,35,63,62,70
8250,71,62,57,67,77
8251,63,32,38,67,83
8252,77,65,72,43,74
8253,79,77,55,88,75
8254,92,51,13,100,87
8255,50,65,9,68,80
8256,59,80,38,81,73
8257,73,96,18,83,66
8258,72,58,0,64,80
8259,69,98,10,53,78
8260,65,52,69,93,72
8261,66,65,46,27,74
8262,93,74,11,87,78
8263,80,54,53,24,72
8264,73,90,48,63,71
8265,72,88,37,74,71
8266,72,100,49,24,90
8267,62,45,34,61,82
8268,80,73,1,72,89
8269,90,69,48,62,84
8270,79,46,80,40,97
8271,89,16,69,58,86
8272,100,62,8,65,89
8273,74,82,67,27,89
8274,70,72,78,45,83
8275,63,71,42,58,82
8276,79,0,45,78,76
8277,79,84,48,37,78
8278,90,61,36,88,78
8279,58,48,18,100,69
8280,66,56,73,34,82
8281,76,62,54,39,84
8282,62,48,66,80,78
8283,84,78,58,64,73
8284,80,41,41,37,65
8285,59,58,33,88,91
8286,62,41,65,42,86
8287,75,60,49,65,84
8288,69,62,90,74,85
8289,61,47,34,65,73
8290,73,54,69,11,83
8291,75,65,37,56,89
8292,97,24,0,88,88
8293,55,74,55,51,71
8294,70,71,48,34,72
8295,80,27,73,63,86
8296,68,66,30,49,67
8297,75,60,27,51,100
8298,82,100,55,97,80
8299,85,57,44,69,74
8300,57,100,36,79,66
8301,72,71,61,91,80
8302,66,59,4,64,85
8303,84,54,92,18,68
8304,80,58,85,33,89
8305,66,32,26,37,81
8306,77,76,33,39,64
8307,83,100,25,76,75
8308,69,90,82,42,79
8309,85,94,68,42,75
8310,70,36,15,68,91
8311,67,57,2,48,73
8312,61,76,39,72,77
8313,76,22,5,29,75
8314,67,24,11,78,66
8315,77,36,39,70,82
8316,65,59,47,72,73
8317,67,67,55,60,65
8318,84,21,81,39,82
8319,64,54,8,46,83
8320,88,44,34,71,75
8321,72,100,55,42,94
8322,70,40,49,32,79
8323,61,67,67,61,90
8324,79,69,1,70,85
8325,73,81,29,39,91
8326,72,73,48,59,89
8327,80,37,70,85,88
8328,88,39,38,92,80
8329,55,43,55,26,72
8330,82,90,36,42,67
8331,78,23,49,55,79
8332,65,16,0,88,89
8333,83,71,72,64,78
8334,63,1,0,91,74
8335,87,0,19,53,70
8336,65,54,100,41,83
8337,68,95,10,60,87
8338,69,87,35,68,82
8339,63,0,21,81,82
8340,61,5,0,48,64
8341,79,69,49,59,87
8342,87,89,82,13,87
8343,73,65,18,95,75
8344,87,75,29,51,66
8345,74,41,87,78,67
8346,81,51,28,94,76
8347,59,16,52,48,63
8348,66,48,64,57,67
8349,80,48,46,13,70
8350,81,52,62,51,86
8351,69,52,14,76,88
8352,73,92,17,87,76
8353,85,44,59,64,91
8354,54,85,83,73,77
8355,66,65,25,54,74
8356,84,41,30,76,72
8357,57,100,46,44,81
8358,72,14,16,25,75
8359,60,79,24,77,71
8360,78,67,54,76,84
8361,70,73,66,35,79
8362,85,62,17,66,73
8363,75,82,45,60,62
8364,74,0,46,25,92
8365,81,22,35,31,70
8366,64,27,25,43,91
8367,70,54,0,54,81
8368,59,70,42,48,76
8369,72,100,0,69,79
8370,75,62,4,70,76
8371,87,45,100,95,84
8372,76,100,24,62,80
8373,84,57,92,54,74
8374,81,63,76,76,84
8375,55,55,4,31,69
8376,89,55,22,60,100
8377,80,61,61,33,75
8378,79,52,7,23,71
8379,74,75,37,47,65
8380,76,56,30,54,84
8381,79,94,20,51,92
8382,76,45,67,22,69
8383,56,98,43,85,72
8384,96,41,45,61,84
8385,80,41,66,32,82
8386,84,20,46,64,81
8387,73,46,56,53,73
8388,62,78,34,78,80
8389,76,90,47,65,71
8390,77,65,59,39,73
8391,86,60,0,77,83
8392,80,42,57,59,85
8393,84,100,18,96,71
8394,99,91,33,8,84
8395,73,100,59,42,77
8396,76,80,8,96,81
8397,83,63,40,61,80
8398,73,85,54,95,87
8399,75,76,31,43,84
8400,72,34,57,13,73
8401,85,55,27,56,72
8402,78,88,61,25,78
8403,72,61,69,97,76
8404,87,68,19,50,77
8405,75,84,45,87,78
8406,72,66,25,43,78
8407,70,38,33,81,79
8408,59,59,68,42,74
8409,79,67,47,75,99
8410,88,61,19,60,91
8411,70,66,38,93,86
8412,74,65,89,44,75
8413,68,100,66,52,85
8414,70,60,53,43,81
8415,60,20,38,27,80
8416,77,64,86,43,82
8417,87,64,28,75,72
8418,67,65,87,100,80
8419,63,80,32,58,84
8420,82,81,21,55,91
8421,79,100,54,71,81
8422,74,74,2,61,76
8423,70,89,63,62,91
8424,72,29,35,90,94
8425,72,44,56,27,96
8426,63,61,44,67,79
8427,64,91,100,51,74
8428,79,49,0,45,77
8429,74,100,67,58,62
8430,72,66,0,80,78
8431,72,71,28,49,78
8432,74,29,41,94,85
8433,59,42,81,69,70
8434,67,67,16,78,76
8435,81,23,80,74,73
8436,62,47,18,45,83
8437,76,54,74,56,71
8438,78,20,24,65,59
8439,68,20,57,58,83
8440,86,31,22,58,83
8441,60,58,35,87,88
8442,86,80,67,61,68
8443,76,100,8,54,86
8444,82,40,87,84,80
8445,87,67,37,52,74
8446,77,44,54,27,83
8447,69,48,40,41,83
8448,73,58,16,35,68
8449,67,62,45,61,75
8450,65,73,34,79,73
8451,82,64,77,11,72
8452,72,50,41,51,94
8453,76,85,42,95,78
8454,70,63,6,54,82
8455,83,82,0,95,89
8456,75,82,75,81,82
8457,50,7,79,64,86
8458,93,98,19,56,88
8459,71,94,56,26,78
8460,87,62,17,69,73
8461,69,88,97,62,74
8462,79,54,53,64,79
8463,90,54,70,68,77
8464,79,41,14,72,86
8465,86,54,45,43,82
8466,75,72,42,71,88
8467,90,98,0,50,81
8468,55,69,47,58,72
8469,67,67,63,39,88
8470,64,68,57,68,91
8471,57,92,100,49,89
8472,68,78,21,30,87
8473,69,34,4,48,70
8474,58,52,16,40,80
8475,67,24,53,59,99
8476,57,100,30,24,74
8477,68,52,29,29,87
8478,93,39,71,52,68
8479,73,47,68,100,83
8480,83,65,48,62,78
8481,71,49,44,84,76
8482,68,69,44,10,82
8483,77,54,78,59,75
8484,78,82,33,61,86
8485,62,40,29,56,77
8486,78,75,42,70,74
8487,82,100,21,70,81
8488,76,85,85,57,86
8489,71,59,59,43,75
8490,83,51,50,100,65
8491,56,100,90,51,65
8492,50,43,0,86,85
8493,62,43,47,69,75
8494,89,94,17,61,79
8495,67,71,54,55,77
8496,74,90,3,74,77
8497,86,46,47,58,69
8498,92,46,48,86,81
8499,93,62,52,67,97
8500,67,40,31,50,72
8501,90,71,29,67,78
8502,69,34,100,77,83
8503,81,77,89,51,72
8504,76,69,40,66,71
8505,67,100,38,57,79
8506,76,73,46,64,70
8507,79,90,28,40,85
8508,66,24,0,96,82
8509,65,100,0,51,76
8510,86,100,43,36,74
8511,58,32,40,61,77
8512,79,84,37,61,87
8513,67,46,47,38,70
8514,81,82,87,24,84
8515,78,71,57,88,77
8516,64,26,100,45,90
8517,63,100,0,100,89
8518,91,69,14,39,83
8519,84,23,87,33,84
8520,71,51,39,45,76
8521,74,43,83,100,87
8522,80,62,16,47,82
8523,86,80,23,43,72
8524,66,84,37,57,87
8525,77,47,54,31,84
8526,69,63,56,62,80
8527,65,49,35,63,80
8528,89,12,36,78,83
8529,74,69,71,57,69
8530,73,19,72,61,88
8531,76,100,6,56,79
8532,76,17,61,37,79
8533,74,79,0,55,80
8534,84,68,27,56,71
8535,77,63,37,81,97
8536,62,68,71,70,100
8537,97,54,89,50,66
8538,79,84,16,57,91
8539,74,32,49,88,84
8540,72,76,45,85,76
8541,100,50,83,35,89
8542,91,51,45,73,71
8543,79,78,0,67,80
8544,81,37,76,58,87
8545,79,71,46,41,86
8546,70,66,3,42,71
8547,84,64,27,100,79
8548,79,28,70,49,85
8549,99,84,58,55,80
8550,68,43,18,80,87
8551,87,41,14,100,86
8552,75,54,61,78,69
8553,83,91,55,47,93
8554,85,100,20,61,92
8555,60,100,49,43,81
8556,85,82,8,22,79
8557,83,80,57,97,74
8558,55,9,40,29,70
8559,90,76,70,80,75
8560,90,75,35,85,69
8561,67,57,73,96,87
8562,75,0,55,89,97
8563,81,100,71,99,93
8564,52,100,44,39,79
8565,81,100,24,52,65
8566,73,80,43,100,84
8567,65,100,29,58,79
8568,70,36,25,48,88
8569,82,99,40,82,82
8570,100,75,57,58,78
8571,82,52,100,33,100
8572,68,40,0,85,85
8573,84,86,33,99,88
8574,68,46,30,39,86
8575,76,45,57,44,57
8576,63,44,66,60,81
8577,64,0,47,49,66
8578,78,89,32,57,86
8579,65,84,13,84,77
8580,70,32,40,57,71
8581,86,21,20,100,73
8582,65,1,43,68,73
8583,91,99,57,94,91
8584,78,58,31,51,87
8585,69,68,0,55,69
8586,75,69,27,44,79
8587,69,12,33,41,74
8588,69,38,45,49,80
8589,72,93,45,51,96
8590,69,79,7,35,77
8591,70,43,29,29,77
8592,72,58,30,36,88
8593,75,74,22,96,74
8594,83,41,61,67,90
8595,70,51,2,73,87
8596,46,72,100,69,78
8597,79,68,82,30,73
8598,86,79,43,93,79
8599,57,59,22,61,82
8600,65,81,41,91,79
8601,67,100,41,37,70
8602,67,58,52,25,90
8603,84,69,15,45,89
8604,74,77,34,86,66
8605,84,68,46,56,82
8606,69,90,75,71,81
8607,64,42,66,33,77
8608,71,53,69,25,81
8609,84,77,84,36,82
8610,77,28,0,59,91
8611,62,98,60,65,81
8612,65,78,77,46,86
8613,85,27,0,58,84
8614,67,100,38,48,80
8615,94,72,0,69,90
8616,77,64,23,36,67
8617,82,42,17,59,76
8618,69,52,70,77,75
8619,77,58,75,31,86
8620,87,90,39,58,96
8621,77,36,100,43,81
8622,68,88,41,95,78
8623,87,35,28,64,70
8624,73,85,25,54,71
8625,95,71,0,54,95
8626,81,79,54,67,86
8627,74,51,55,48,79
8628,82,58,3,27,67
8629,73,34,64,46,68
8630,68,59,39,68,83
8631,78,74,32,62,87
8632,76,81,84,47,84
8633,67,53,10,49,61
8634,90,68,0,24,80
8635,69,100,15,34,94
8636,75,94,74,32,77
8637,74,63,52,27,76
8638,75,75,21,100,72
8639,70,37,31,87,86
8640,76,90,50,21,86
