准考證號,國文,英文,數學
8100,75,62,27
2967,89,51,96
5778,76,65,92
9936,69,82,50
687,75,59,20
7957,57,37,100
8085,84,89,16
1567,73,96,57
3568,94,64,53
4346,64,92,46
2155,82,70,58
5412,76,68,16
2309,60,96,0
3892,75,86,11
7093,81,52,50
604,72,82,23
6455,95,73,40
8798,64,80,0
2290,67,77,17
9435,67,94,32
2878,54,61,60
5607,71,81,66
5697,77,61,25
72,76,78,8
8947,75,50,20
4542,78,92,52
2977,65,30,21
3686,86,61,35
5341,79,100,56
2013,74,78,30
6169,61,74,75
6228,74,100,0
8383,56,98,43
5734,61,32,19
6458,79,53,52
8249,72,35,63
2544,71,100,36
6570,81,68,0
551,93,53,76
4359,78,29,4
2383,68,56,32
9756,82,27,49
2311,70,83,40
5867,76,76,45
1052,69,78,35
5897,79,68,82
5366,79,52,46
7029,84,65,49
4780,85,58,41
8960,78,89,75
8243,82,66,22
1715,75,67,52
7351,84,62,32
6916,65,55,33
3011,77,27,36
9424,70,73,43
631,87,70,53
9426,99,29,0
7612,89,100,48
5378,72,70,35
2443,67,63,40
9972,74,47,36
8207,62,97,40
7088,79,59,82
9654,61,80,75
4369,79,91,55
9087,64,100,8
3873,86,45,18
2699,80,95,44
5632,68,88,0
9531,73,34,54
110,82,67,71
1667,63,100,5
7873,62,29,99
2482,61,52,42
3749,68,24,6
6150,78,33,6
8801,63,100,76
5467,82,89,41
5656,76,90,38
4220,60,94,25
3301,79,32,35
9297,59,24,45
4302,73,32,37
1560,77,98,62
8803,73,48,46
4484,54,59,52
8376,89,55,22
1798,75,59,55
6952,93,82,28
8807,82,50,51
174,68,32,9
6032,73,67,72
175,73,52,47
1855,82,51,16
6953,79,28,0
2199,72,72,77
2677,69,100,60
6285,59,59,44
3400,90,60,52
7975,86,64,82
4350,72,93,87
5524,75,39,8
575,81,56,91
2150,82,39,46
1747,77,47,28
1411,78,53,41
3950,94,42,0
9707,88,45,28
7481,66,60,58
7258,91,100,42
1055,92,100,21
7147,70,74,30
7467,72,81,0
3748,85,58,59
8544,81,37,76
493,60,59,56
4778,78,56,39
2885,80,17,67
5338,68,81,12
8081,53,90,51
2715,69,54,0
3623,62,9,76
4635,71,74,47
7476,82,30,0
8575,76,45,57
819,59,33,43
7904,71,48,12
5275,69,38,59
1552,72,69,100
4062,67,100,65
7558,86,67,59
1944,78,76,14
9865,89,82,81
5094,64,50,55
9221,62,57,30
9885,83,38,81
9307,74,81,0
447,83,77,0
3987,59,100,100
9858,77,28,21
1243,71,82,45
4572,77,25,25
2096,82,72,52
588,84,41,52
7952,74,59,4
3772,74,46,74
6235,86,47,0
4353,71,68,26
7978,84,17,27
6160,52,46,51
6254,73,46,53
1863,83,84,93
1982,57,100,98
2444,79,89,2
5641,71,39,61
6034,85,50,9
1344,73,41,88
8658,84,66,15
4240,72,76,45
9590,72,54,55
3764,91,98,0
7102,86,66,58
4807,58,92,57
7577,70,71,30
6720,71,89,12
6514,87,0,5
7776,73,84,62
5759,61,90,79
7827,52,47,19
1716,71,53,40
8418,67,65,87
767,49,100,14
146,62,31,0
6603,51,78,45
293,70,98,33
1661,83,39,70
2121,81,72,73
4631,82,9,76
9486,77,47,37
32,71,51,56
4648,59,37,0
1498,69,100,44
1839,100,100,41
8951,79,50,73
133,77,50,17
1563,72,72,20
7408,68,100,58
4456,46,48,45
6563,66,82,43
1666,67,65,21
4297,89,50,9
1705,72,76,0
9365,72,55,63
6388,69,56,11
8408,59,59,68
226,75,82,69
2791,74,58,32
5776,96,70,0
2564,68,91,53
2988,89,36,62
307,80,84,82
4561,58,64,28
4296,91,55,31
9063,67,100,0
2308,82,33,61
6453,73,75,63
8630,68,59,39
6026,90,100,43
1557,66,16,44
8156,73,78,0
5933,83,62,24
2690,84,92,80
4536,76,53,11
3381,81,42,21
2957,71,20,23
4788,80,47,23
4657,77,61,62
1923,79,100,65
1703,77,56,10
9891,78,62,47
5706,80,76,68
9894,77,21,39
6005,72,38,29
8782,76,32,12
564,88,23,37
8290,73,54,69
2254,67,30,62
4043,67,40,35
9679,85,95,22
4846,57,52,45
1229,67,54,44
3898,66,70,39
902,83,30,39
8897,63,69,0
7678,72,30,73
6161,92,100,24
4280,72,58,51
208,91,19,62
9803,76,73,85
4125,80,18,0
314,61,46,77
7393,77,44,39
1727,82,75,15
8301,72,71,61
9770,56,84,16
968,81,58,89
2226,63,22,67
6013,77,38,14
8818,68,45,70
1386,90,66,45
4211,76,51,41
6750,66,64,28
4628,86,70,65
1626,64,59,50
7156,75,52,43
2826,68,91,21
879,65,45,8
6211,89,100,0
9708,84,70,35
9020,72,40,37
6177,69,79,16
2651,92,84,52
442,58,57,62
5515,76,78,99
9003,66,67,86
4591,75,52,36
7797,74,24,90
6202,72,49,69
1112,67,59,30
6063,85,28,24
8950,51,63,60
5712,82,69,52
4779,66,83,38
664,74,88,14
7542,88,62,48
9455,87,45,81
8758,74,29,99
417,68,73,61
1673,74,40,58
8659,61,70,64
2487,100,42,51
2075,61,2,13
5634,68,47,50
91,67,62,42
2363,73,47,100
1538,68,67,69
1457,76,93,53
6441,89,82,100
5474,66,56,42
4627,77,93,27
3291,70,70,69
2520,90,53,24
9488,61,97,0
9917,65,92,47
6294,63,33,52
1946,84,85,9
4961,88,100,30
2873,79,56,1
8323,61,67,67
972,61,96,58
4432,49,90,26
4487,77,58,23
6786,81,55,71
2001,75,95,61
4684,91,79,31
92,74,22,76
286,90,47,94
9379,79,28,24
6756,78,80,53
4502,70,40,24
3702,78,53,81
3730,81,41,47
3069,73,87,63
5147,66,59,7
2441,80,21,0
3110,79,74,69
771,86,22,71
4947,87,44,42
2844,53,73,72
9868,79,57,9
8178,67,55,41
5633,82,37,8
1424,58,63,34
8025,79,84,59
5320,67,100,43
6044,70,78,52
3972,81,75,58
9614,83,86,34
8008,70,65,24
7838,61,5,84
6331,89,61,72
22,64,68,0
3783,88,46,45
7660,66,85,0
7754,81,37,48
9579,71,85,87
1000,80,70,100
2972,82,100,19
544,69,66,71
6942,69,90,57
3427,88,35,76
5208,77,55,33
8746,59,57,51
7325,84,76,92
7423,81,76,43
609,67,61,36
1111,68,74,0
6848,61,79,40
643,95,62,68
8686,81,79,64
3063,71,47,31
7142,86,56,36
165,75,67,13
6828,79,63,68
5810,67,100,84
4797,69,67,45
8581,86,21,20
6379,60,43,55
2377,85,51,47
2054,68,54,100
3879,64,65,32
617,72,47,30
6305,66,86,19
9515,71,34,24
3885,86,66,51
1562,78,100,17
888,60,63,61
1706,63,64,100
9133,73,52,61
9622,74,22,52
1440,55,43,52
8704,63,53,4
8013,73,61,28
6192,94,71,16
5140,61,92,43
7669,76,60,29
9399,85,46,72
4850,77,73,37
7298,79,61,46
9798,74,45,0
5045,92,71,31
9932,100,74,25
2406,73,80,56
6738,69,79,0
5754,72,70,35
6350,67,41,69
5808,77,53,68
159,71,71,69
2557,79,60,0
89,81,97,41
8697,83,62,5
2517,86,63,55
385,74,100,0
7540,79,100,10
1078,57,84,0
5661,71,43,4
2166,81,51,0
6528,80,56,100
1995,56,91,22
2030,75,72,76
5865,78,53,57
8841,90,80,38
4139,68,59,16
998,73,90,54
3425,78,89,28
9673,77,86,74
340,85,14,0
4963,73,50,18
537,75,24,39
8545,79,71,46
9319,69,77,19
4349,65,50,21
4005,82,89,25
5322,71,37,43
9498,66,85,38
2983,71,100,16
2666,65,88,30
8886,73,50,32
505,57,33,20
117,65,72,91
5937,66,75,8
1962,99,97,23
157,87,29,3
821,74,53,31
3852,83,48,59
1270,71,100,76
6319,80,77,25
2884,68,73,34
2808,65,100,59
694,74,51,15
8483,77,54,78
8734,88,35,16
7493,80,40,21
5585,65,72,35
6289,68,28,30
8687,59,75,0
8155,64,47,43
6722,74,38,56
5662,85,75,59
9953,83,42,46
798,77,71,40
1853,76,76,21
3322,74,48,54
3386,72,69,0
5976,80,42,51
4890,70,62,48
2645,82,71,0
391,73,85,57
8475,67,24,53
5494,76,84,69
1072,86,40,28
9744,80,71,21
5126,78,49,79
1712,100,62,37
8653,87,33,4
3591,65,68,15
4723,58,56,64
2453,75,54,20
913,46,97,67
2208,85,75,54
9089,92,83,34
6847,68,76,53
9535,63,67,40
6051,72,62,82
2241,54,94,54
2246,74,63,35
1530,95,66,11
4145,65,64,4
1122,79,73,0
1641,82,57,100
1785,75,72,80
8715,83,84,31
6973,89,100,43
1039,62,30,69
5813,85,80,54
8056,69,45,13
2138,64,62,52
1763,76,22,42
8326,72,73,48
7968,91,89,61
9141,84,87,14
4804,66,56,13
4083,76,63,31
944,75,90,28
8413,68,100,66
999,94,47,55
5455,68,65,50
2933,78,65,31
3391,73,61,21
2803,82,43,0
7443,78,71,27
5799,78,73,54
7395,69,58,16
5214,70,100,52
6082,78,74,68
5503,66,83,10
7051,79,7,27
6987,67,61,48
4754,61,57,56
1510,76,51,37
613,90,74,53
966,64,59,28
7455,57,93,28
7882,72,80,31
6547,80,43,63
8381,79,94,20
7250,83,70,0
553,88,19,55
5629,69,30,3
7175,71,77,59
8211,72,84,62
162,72,65,23
1677,88,68,17
8150,93,56,3
7903,61,42,18
540,63,21,16
4835,71,65,60
3641,63,45,10
9922,98,70,38
7282,79,100,34
7069,55,70,49
783,73,62,11
4158,88,38,65
8389,76,90,47
1702,95,81,54
3113,75,68,49
7168,87,100,9
9956,69,47,41
4857,62,76,59
4035,72,92,39
6061,77,59,43
9350,79,77,36
6136,78,100,71
5948,67,75,8
2151,81,60,53
1601,71,93,26
9750,67,82,0
9986,74,75,47
5496,66,32,46
8624,73,85,25
9165,79,95,43
4467,70,0,58
5750,71,86,45
4999,77,78,26
3451,68,96,28
9546,86,100,65
3775,73,9,82
5363,65,56,41
7343,80,44,23
6582,62,92,79
228,63,76,98
657,72,73,17
5239,78,89,7
3360,69,65,16
9994,71,65,46
8296,68,66,30
7478,64,53,16
2231,86,65,28
1778,73,49,75
4777,64,96,45
1654,61,11,0
4446,90,64,33
2748,72,47,66
5233,65,68,22
9478,87,99,64
9047,71,4,45
2164,69,67,59
5057,76,67,84
9352,76,84,70
2022,74,53,77
2217,74,62,52
8460,87,62,17
9036,55,72,79
4840,71,57,43
763,66,31,11
3457,79,70,0
3315,85,47,47
8755,85,99,6
749,80,99,0
2671,80,48,28
4643,75,55,24
9521,79,50,18
9584,76,94,100
9967,85,61,47
6337,85,48,63
4769,82,73,74
9021,79,67,38
8532,76,17,61
1639,75,98,56
7749,45,76,15
4213,72,76,34
6394,79,53,25
3335,68,94,9
9995,70,63,0
4766,73,59,36
1191,85,61,33
5245,52,39,41
71,76,28,58
9491,91,44,100
3874,85,100,51
8561,67,57,73
7988,76,70,66
2631,69,45,49
4129,52,55,25
5912,63,81,46
6917,94,32,52
2218,71,58,1
2817,74,71,52
6880,70,48,70
8914,58,38,80
3940,93,45,45
6623,98,66,51
358,64,91,94
3724,60,50,0
1728,84,30,1
6362,75,100,43
7095,82,84,56
4422,71,84,9
5713,80,78,38
8133,78,100,81
3126,64,33,69
1059,87,95,37
8833,58,47,33
2428,71,18,49
5731,74,26,73
6120,93,70,21
215,59,100,60
6236,76,29,47
8361,70,73,66
9503,69,81,45
8437,76,54,74
3594,85,43,6
4179,83,40,55
3770,88,0,14
874,87,60,87
7707,64,56,42
5253,69,81,98
6546,75,87,9
7967,75,27,41
4150,54,100,53
8086,77,49,60
3362,66,77,48
9882,79,80,36
457,52,57,2
5899,78,24,14
4029,94,92,3
9597,71,23,37
9987,53,100,54
1442,73,45,39
9007,72,73,0
4758,83,33,8
3272,82,64,65
2955,83,89,54
1451,67,100,8
3080,88,36,72
7294,68,76,19
2952,74,54,73
9443,56,57,0
1241,69,100,66
1489,81,100,15
5328,64,35,70
929,70,71,0
8316,65,59,47
1330,79,62,7
7019,62,93,17
4911,63,88,52
1689,76,89,24
7536,63,70,57
8990,55,59,18
2242,69,47,42
1240,65,13,12
7387,98,72,71
8813,62,84,17
1901,65,58,79
8398,73,85,54
2457,72,55,44
7794,59,53,41
8629,73,34,64
5868,72,64,25
2780,95,82,50
9851,61,41,66
3105,74,58,3
7601,83,21,35
2390,72,59,64
506,61,100,50
4590,86,53,67
7884,80,75,9
7552,58,83,0
4688,66,79,27
9507,58,45,79
4609,72,70,87
601,79,53,68
8240,66,20,31
474,70,90,65
7114,70,57,46
1295,80,75,50
2439,85,53,25
3460,79,95,44
9066,89,100,6
6058,93,17,55
3241,86,71,52
9214,74,14,55
3902,60,100,0
4138,83,14,55
9616,67,100,77
803,75,94,31
233,79,60,71
3083,81,99,8
1274,76,3,57
3253,68,78,51
1750,67,97,56
8127,58,50,29
9301,69,67,53
1307,78,66,69
5104,50,63,35
1157,65,54,34
2558,65,51,74
8935,63,38,68
6608,80,55,17
3487,73,98,64
6650,82,58,69
9195,77,66,26
5076,76,97,30
3661,67,50,0
818,76,37,19
3839,74,21,0
88,63,48,39
4984,61,33,46
364,73,61,61
3519,78,79,35
1664,73,85,44
1953,85,75,0
8959,69,99,35
6216,81,56,65
2328,69,78,2
5143,91,56,73
909,58,87,40
1031,92,100,21
9380,73,25,2
4091,69,94,9
1204,90,25,13
1455,100,87,51
754,64,40,61
2562,70,69,65
4634,84,78,20
7501,72,51,48
5898,74,82,0
685,79,72,2
9299,68,72,29
5129,71,33,57
1730,71,46,64
29,68,18,49
1443,83,100,54
5401,65,58,68
2082,87,75,32
6112,58,51,67
8918,89,89,74
1382,63,19,62
8343,73,65,18
453,86,66,29
9962,75,23,22
6574,83,100,58
2010,69,61,66
3918,87,75,65
6390,69,61,24
9582,49,76,43
6830,85,33,45
7769,78,58,62
3416,81,62,52
3039,79,95,11
1013,84,50,16
7895,80,73,73
4174,79,80,15
2626,85,30,14
1898,77,81,41
9663,74,86,46
4521,75,36,44
7787,56,75,44
5426,76,48,51
1693,68,81,86
6454,80,100,68
6653,74,100,24
8182,73,0,45
5463,70,56,83
3963,91,51,33
5454,76,46,28
4656,64,67,28
8089,88,76,45
491,80,56,80
4251,71,74,27
7005,83,82,0
7960,94,59,26
6384,81,61,27
3350,82,50,66
9051,87,40,25
7139,66,0,0
182,71,59,31
4081,78,65,0
7956,79,61,2
542,55,100,30
6678,53,61,43
6631,74,55,39
9386,65,58,68
6378,77,53,30
1751,83,73,46
6415,79,14,71
9517,83,74,57
7159,54,100,39
8670,58,33,40
8503,81,77,89
4659,67,25,42
4140,82,57,21
3937,71,58,60
7631,90,19,32
4383,91,86,8
6933,87,39,40
4956,69,54,0
6399,71,78,97
2956,83,36,37
4286,70,67,19
4879,71,48,73
5075,59,9,45
5621,87,64,17
7059,99,11,15
4892,85,77,10
9601,85,99,38
8128,65,64,47
7831,82,85,16
6448,98,38,57
4300,57,47,38
5165,48,100,95
2139,74,40,35
6140,77,67,33
9178,85,71,42
2733,87,62,10
9033,67,73,4
2023,78,83,61
8768,63,63,16
9860,88,100,57
9568,69,20,14
5993,76,54,11
1827,56,64,53
622,59,69,51
1900,66,64,42
8652,75,64,39
9790,85,53,20
2261,66,82,48
887,60,76,16
5873,75,100,0
2497,81,39,21
1149,80,75,71
7424,68,44,39
9118,55,100,79
2848,83,83,70
1542,80,54,28
2192,80,55,42
3545,75,80,1
9840,80,86,18
5195,69,67,34
3607,71,51,6
7133,49,61,45
6045,92,69,65
121,86,60,64
9405,69,72,44
7740,73,79,43
1165,63,100,92
6079,70,43,78
6081,64,42,37
4053,77,96,90
9423,80,100,37
9532,59,88,21
2804,80,66,46
1367,72,49,59
7862,64,91,0
9091,66,85,98
1153,50,77,13
8480,83,65,48
4136,70,80,26
82,86,66,55
6840,74,35,21
6248,62,36,40
7262,94,57,8
2397,75,100,0
8237,56,83,41
6554,83,75,53
7969,94,43,49
6715,88,52,49
5182,68,40,18
1211,71,57,43
1840,71,90,94
7458,83,72,63
8924,77,83,5
6083,77,36,36
2596,68,95,71
9246,71,60,0
8542,91,51,45
9071,74,100,20
4989,84,32,31
3755,81,69,74
50,79,62,5
6381,79,64,22
748,86,92,17
890,66,30,35
1925,72,50,50
1486,61,29,73
9175,67,59,18
3506,76,45,36
6901,61,78,13
4049,85,52,85
8030,68,56,27
1765,81,78,41
2721,75,44,23
6632,62,69,25
6344,73,67,71
662,75,39,32
1109,89,65,70
8138,70,41,26
5624,72,67,34
715,81,58,0
7226,60,82,90
1621,64,88,36
1849,69,100,36
2684,68,74,66
7832,73,96,72
5096,92,83,40
5710,77,72,55
6705,91,64,29
2637,54,25,48
7444,71,67,30
2652,80,30,66
4742,82,100,81
9203,61,77,2
6681,59,47,0
4964,74,81,18
2466,76,16,100
8395,73,100,59
4109,87,97,26
1954,74,100,86
5854,61,41,47
5804,76,43,18
7569,84,23,48
2368,65,79,50
2324,80,99,21
4236,81,26,25
6891,71,36,23
772,75,75,49
3336,63,100,70
9617,77,44,64
940,77,41,12
4366,84,29,40
1801,82,42,63
934,83,46,0
1254,60,66,41
5073,76,29,73
7603,65,60,15
1167,60,91,0
5526,56,54,10
5856,84,93,43
1444,69,50,6
5945,74,64,14
5356,69,78,52
4343,52,73,21
238,83,54,15
9723,76,57,48
4887,79,100,24
4511,76,83,34
4899,81,25,59
2786,63,57,24
7771,64,60,7
6643,86,56,39
9292,64,65,36
9013,65,70,59
9500,74,100,16
988,68,63,45
791,65,48,58
3132,83,74,63
9672,89,82,22
2025,80,31,63
5310,58,100,100
8439,68,20,57
8966,67,48,20
331,75,100,33
527,75,72,49
5154,72,41,46
8253,79,77,55
1372,72,95,90
6396,59,16,78
2559,80,76,98
163,59,18,63
4604,79,47,46
2303,83,50,75
6806,88,71,84
6046,75,68,21
2356,70,100,0
8593,75,74,22
6712,72,87,61
4523,83,96,0
8198,67,89,13
2525,75,47,35
1611,80,28,22
9126,61,60,85
2161,61,58,36
4588,75,71,30
4871,65,43,49
5821,76,77,25
3090,84,60,5
8054,69,57,35
5061,71,33,53
3133,78,80,55
6232,82,87,60
7312,64,48,70
7946,85,32,46
1775,74,100,11
7217,60,66,25
9312,75,38,19
5925,68,74,51
6035,66,75,2
7146,69,85,0
7588,67,53,61
8644,85,29,25
7110,63,75,17
4169,76,100,0
4064,79,84,36
4100,92,62,45
7489,82,62,40
722,90,57,24
8777,96,100,69
911,62,51,11
3981,81,33,72
8463,90,54,70
1325,69,41,58
3477,62,60,53
707,83,6,37
9135,82,46,51
8537,97,54,89
8797,85,86,56
1773,80,64,77
5531,76,21,48
9052,65,75,3
5806,61,79,57
7450,70,56,76
4676,62,100,29
6417,68,64,66
1680,67,49,60
7369,64,60,45
9177,70,75,46
4881,100,42,31
5636,76,26,62
9139,70,70,46
5966,100,74,54
1656,80,68,76
7539,77,68,39
5371,66,60,5
9998,75,55,80
3468,79,20,90
5246,82,76,14
8431,72,71,28
2034,79,100,54
9372,77,73,0
3650,69,78,37
6206,62,99,0
5921,77,25,6
4434,75,90,87
6564,62,79,83
179,91,56,72
3027,64,56,29
3482,78,75,54
189,81,76,38
557,74,75,37
3861,92,46,0
2740,74,85,45
2499,84,84,20
9422,80,32,13
7014,79,54,36
7461,80,38,56
9022,87,72,15
3397,78,63,67
4821,53,100,21
1162,75,0,39
1561,84,82,27
7710,70,83,35
8405,75,84,45
3125,62,6,28
3610,58,98,19
4741,59,54,41
2008,64,40,75
2071,67,80,18
7663,70,52,96
5167,78,62,30
2009,83,69,78
3826,64,100,37
4378,78,0,76
8845,57,79,60
4913,72,77,0
2264,79,69,54
7120,95,71,17
3765,79,95,78
5098,95,66,100
9686,79,46,36
9130,81,23,41
9181,90,100,11
7381,55,100,17
3351,80,63,10
4069,85,100,0
4767,77,67,48
8791,69,36,100
273,86,36,16
161,61,59,43
3732,65,68,38
957,77,68,82
4930,78,50,32
6439,81,100,0
309,76,65,0
6826,71,53,21
6147,84,30,21
3357,81,100,31
411,75,35,46
6423,100,100,24
7825,70,71,24
102,72,27,23
3502,87,57,44
477,84,80,15
2298,81,86,46
699,68,90,32
8344,87,75,29
306,70,69,48
2452,72,62,32
9303,63,51,60
670,66,81,56
5465,89,64,34
8040,80,94,0
6342,61,83,42
9009,67,25,74
8170,81,76,25
1487,82,69,40
7853,77,55,2
5010,54,57,62
1554,73,88,23
9300,94,55,38
7559,80,70,85
1156,99,36,44
7052,77,84,44
3528,70,67,84
5874,83,64,53
7714,86,70,31
4233,76,54,70
6173,77,38,0
6504,87,67,70
344,90,78,62
7939,63,85,84
5277,80,31,53
3713,85,63,61
8423,70,89,63
3939,69,78,27
6293,71,40,13
8309,85,94,68
7333,84,62,42
1098,100,31,89
9058,72,24,26
3790,68,100,59
5418,55,61,75
5703,79,100,36
1303,84,100,68
4389,61,49,75
9272,77,23,100
9397,74,100,22
2788,64,89,59
2103,85,65,4
197,77,61,52
1500,62,66,22
9681,59,51,34
2051,48,65,28
4413,63,39,65
1572,71,100,27
75,64,100,63
7212,87,33,37
3199,72,89,74
5240,97,99,40
5990,68,63,62
9097,75,100,68
8988,70,100,64
2561,74,57,12
3306,79,85,74
7997,68,63,50
8300,57,100,36
5453,77,72,9
2268,65,68,0
6057,80,76,42
3889,81,100,0
3571,83,85,55
4838,64,47,24
5523,85,75,39
4949,82,22,42
2591,74,46,65
4954,73,96,0
7331,90,94,47
9767,76,60,21
2249,58,100,32
9346,75,76,19
83,58,100,28
9648,87,26,63
7320,89,27,0
1362,69,49,32
3134,70,39,19
3671,71,85,29
9993,79,82,37
586,62,77,44
4514,70,45,56
3929,86,0,42
1413,79,88,80
3096,73,90,0
5963,65,29,31
207,75,68,14
939,76,65,25
3232,74,47,0
7966,63,59,53
6518,59,40,0
1392,76,11,75
2310,75,35,80
7034,62,65,10
5814,92,65,75
873,76,62,24
3938,66,35,100
2172,73,94,67
6094,83,49,50
3043,59,66,63
2477,89,100,68
645,75,47,0
1771,81,48,32
1181,60,6,45
6536,59,96,39
9146,88,100,69
2711,64,100,77
8903,77,51,39
1336,70,70,82
2937,64,79,78
9965,73,48,0
1091,76,28,48
3437,68,100,76
6118,81,63,3
5191,73,64,5
8409,79,67,47
2910,86,88,100
7591,72,71,32
956,61,44,6
1829,73,90,46
9941,78,19,33
8828,81,34,44
2471,58,82,63
2319,76,73,71
6168,61,100,51
8692,84,60,21
2076,66,90,79
7830,72,54,18
8136,72,68,21
8804,69,82,2
727,70,32,14
6621,63,71,2
9074,72,95,8
6939,85,100,34
7155,70,65,57
2625,83,51,72
8556,85,82,8
2423,90,79,0
1350,87,0,41
1624,64,40,35
3946,72,86,36
8079,83,39,71
2836,82,72,59
8076,82,35,95
6328,76,97,70
5781,83,66,21
4538,74,66,30
1069,74,14,61
2925,77,71,40
2867,71,75,45
3993,77,62,20
9755,74,34,65
2766,61,80,24
9416,59,70,3
6245,68,48,0
561,73,39,62
6156,65,49,59
4573,64,81,51
470,66,82,19
6200,72,96,25
1459,61,31,9
522,91,54,3
7416,86,68,46
729,86,85,33
2816,52,68,63
3171,61,75,76
3905,80,100,19
5422,69,72,0
9849,85,40,40
9269,78,41,9
5049,67,64,14
1682,65,43,62
367,67,59,36
4290,84,17,72
5221,86,50,59
6931,61,29,91
5089,72,34,6
1834,79,79,86
3380,69,57,24
2343,75,70,26
2856,100,59,44
6152,74,38,45
711,90,69,51
8124,72,100,44
1445,84,70,0
2971,80,100,88
1732,85,52,51
2400,67,39,27
6691,66,74,24
351,84,49,24
7768,71,83,51
9245,75,42,30
8815,70,29,17
318,97,100,16
2828,68,100,47
6055,65,74,86
2767,93,100,78
4374,71,94,38
6318,55,91,3
196,78,54,33
1113,70,75,26
3998,87,65,22
6560,75,59,50
3025,81,29,44
2239,69,78,2
9960,90,38,24
9468,63,62,42
546,69,64,85
1941,73,80,63
6771,61,64,1
1550,68,82,33
4024,67,100,5
3038,52,54,2
5031,90,72,48
7535,92,39,39
4398,70,62,58
8563,81,100,71
6130,70,93,47
9120,84,100,17
3960,77,55,44
2419,72,54,42
9913,77,37,76
2664,80,69,97
3348,82,80,10
4916,75,57,16
1008,62,57,59
7239,68,34,0
4344,81,81,14
899,54,44,40
4207,94,84,89
5196,76,85,0
5039,69,100,77
2874,86,67,38
702,84,74,36
5601,68,78,15
7863,61,75,63
9779,65,38,35
2606,89,66,47
5829,51,73,54
836,87,69,50
4014,71,70,21
7016,70,28,29
8158,75,44,25
1282,73,72,61
7121,64,80,45
2252,79,86,84
5818,67,52,40
9448,65,55,50
6406,76,52,62
1527,84,80,18
2436,76,100,64
7867,89,48,35
3412,73,100,30
6163,73,29,44
6190,59,51,95
9854,72,89,57
1629,86,59,46
4979,61,85,21
7281,68,34,42
9061,78,48,53
7826,82,39,29
2871,47,64,14
1940,73,88,28
1315,66,100,49
1468,61,59,73
7079,79,88,9
1292,74,76,25
9529,84,100,89
5902,48,73,12
5980,80,92,13
6276,67,47,67
1501,73,48,24
3501,72,42,66
4061,80,49,53
6069,78,65,57
4652,95,84,69
8673,78,66,48
674,78,61,66
5137,69,40,48
5682,70,79,85
7365,76,67,0
54,73,32,45
7851,63,73,57
5564,83,64,50
4553,71,72,30
1889,82,100,31
2992,56,40,0
5053,100,62,53
5113,68,68,22
848,56,83,13
9224,81,32,26
1534,67,94,49
1005,54,95,100
6149,77,40,0
2133,58,47,51
2469,82,100,48
9131,83,47,2
3280,74,63,72
6974,71,97,61
9753,75,100,64
1874,70,39,58
5392,60,81,59
675,81,59,11
488,76,80,41
8016,86,100,13
241,73,72,96
2718,70,72,26
4459,78,95,36
1032,85,50,48
8604,74,77,34
5757,80,28,75
6223,80,47,55
4806,64,100,45
5711,63,57,0
9877,69,67,10
1533,78,52,0
3805,79,77,47
500,85,48,2
9345,74,73,20
3505,65,86,64
2292,72,88,0
6647,71,26,14
7368,71,65,100
8827,77,23,60
6943,74,26,61
6170,75,49,68
4660,62,100,51
2277,84,60,50
7233,63,56,28
6369,78,47,53
5671,76,55,16
6823,66,100,27
7316,89,86,73
2418,85,62,38
8922,74,76,55
9043,85,81,19
311,67,49,56
9898,77,27,37
2353,88,27,7
4552,83,78,56
6757,77,89,18
8677,85,58,35
2704,60,69,42
5210,61,89,42
3590,64,96,90
6256,74,93,18
8696,57,82,62
2398,65,50,0
1808,81,73,49
1065,95,80,6
2168,92,87,76
4672,93,63,51
1859,71,60,47
6661,69,67,20
2510,66,92,11
3734,81,51,19
3150,63,68,32
857,79,55,33
3067,70,72,25
8358,72,14,16
2323,81,100,14
8800,82,68,23
1843,95,87,100
7186,77,69,40
4955,74,81,28
6936,82,97,49
8411,70,66,38
5070,57,91,13
1717,81,55,39
4178,72,53,26
2409,78,46,57
224,72,55,16
6947,85,80,45
158,69,74,50
5414,54,67,21
7485,62,25,51
7922,74,48,62
8949,72,53,70
1890,70,69,49
7705,73,100,66
3964,89,61,74
2112,77,68,39
2244,61,78,37
5702,60,75,62
2193,57,57,41
1160,69,39,52
3318,64,91,18
8493,62,43,47
7726,78,52,61
9812,66,89,28
7916,64,80,34
8932,84,48,42
618,89,68,65
7256,87,39,21
3145,80,88,27
4802,85,60,5
8862,77,58,20
459,78,63,31
1797,67,57,21
3196,84,36,54
2031,81,31,37
2552,63,32,48
3819,77,72,0
1929,73,45,10
1423,75,51,58
5481,92,93,18
8628,82,58,3
1655,65,76,34
5805,87,41,87
5673,50,100,0
2472,76,57,27
5095,89,100,3
7488,86,54,45
9388,69,85,59
4908,69,45,0
1651,71,64,35
4044,76,81,100
1678,77,90,15
6796,64,84,37
5294,86,42,45
4307,82,65,42
6559,70,92,33
3986,89,55,46
605,84,98,60
978,66,58,0
2927,84,11,36
9077,71,42,40
7665,88,100,73
9963,75,100,15
389,78,88,89
7994,97,98,25
3277,67,100,24
2940,100,52,66
3735,85,85,29
5530,61,17,25
6209,82,80,91
5084,69,82,55
1845,66,100,10
1076,82,70,73
6800,72,55,77
1287,70,100,13
9078,72,9,32
9969,79,30,100
3186,77,53,6
8892,64,91,9
