准考證號,社會,自然
8709,88,65
1308,86,41
3409,69,57
1100,88,72
5783,67,49
3471,69,90
9873,84,61
8373,74,54
3279,97,19
1358,69,98
9581,77,78
9833,71,77
175,76,52
201,67,41
7137,79,24
387,85,51
6115,86,59
5308,90,100
9186,82,72
1711,58,58
5777,79,70
5222,81,83
2146,90,89
4714,69,38
6797,87,76
7970,73,23
2138,92,66
9130,76,67
4131,78,100
9786,84,92
6042,75,68
8044,90,32
6361,71,41
243,96,35
8054,84,35
5509,89,42
8290,83,11
9901,79,81
5504,82,51
1825,94,64
6159,82,82
1081,77,80
6549,83,49
399,76,62
2790,80,68
5529,89,84
217,78,72
3445,70,51
6462,66,62
8246,74,48
2183,75,34
5299,83,50
4243,91,74
5859,84,40
7581,78,51
7076,87,28
9885,86,44
9207,71,29
8785,85,86
3591,73,65
4677,82,75
2105,86,43
7875,79,64
6445,74,54
2671,85,61
4367,77,90
4493,78,60
6621,69,9
9256,70,50
6849,82,78
5953,83,66
9564,72,98
5110,80,23
8760,83,78
1388,84,28
2142,87,76
4356,83,88
5544,80,80
6423,86,63
9941,60,58
6750,83,57
3627,65,67
4227,61,79
128,67,58
2408,72,93
2266,87,85
3505,69,58
6058,79,79
6731,84,57
2071,80,40
9008,77,50
9993,65,82
4976,80,36
5242,82,53
2824,86,42
8402,78,25
2979,61,64
5383,71,38
4966,75,95
2498,93,51
6355,75,78
4163,76,56
5184,87,79
8693,85,75
5454,88,49
6339,69,76
9495,88,72
4953,83,75
8341,87,59
4745,80,52
2116,80,70
355,83,75
3035,65,32
5572,70,71
777,83,46
210,75,49
9453,78,43
2580,78,21
2442,85,33
8193,72,38
9027,79,62
8356,72,76
3191,83,62
8945,65,42
7304,81,27
2957,84,45
9262,77,47
6757,78,55
5680,71,78
896,88,75
3478,78,59
5566,77,73
5559,71,48
7288,80,88
2035,84,19
8597,73,30
4374,87,46
3401,82,89
8002,84,93
9555,73,74
1613,74,55
3213,79,55
2625,97,37
945,82,65
683,82,51
5090,80,39
4515,98,35
1702,89,61
616,87,81
9348,75,46
8544,87,58
4562,67,66
7589,77,32
6204,96,89
1698,73,37
1235,84,81
389,81,71
3284,89,78
906,81,85
2102,79,40
6391,66,29
2531,79,36
6906,82,53
6066,72,55
6030,76,40
3352,96,100
9507,90,73
5983,73,56
7445,76,66
5872,75,96
474,76,92
1094,81,47
9865,66,61
9204,80,38
3357,81,58
2511,75,34
496,78,54
1154,82,71
2410,77,36
8930,86,86
8756,73,100
2107,71,74
5687,87,79
6226,81,88
2090,77,76
5185,80,98
9903,80,78
8158,82,73
7336,69,51
8717,84,72
5468,64,42
5450,84,66
739,85,37
6817,71,38
4686,89,21
90,91,44
2049,69,84
8515,77,88
5693,78,63
8494,79,61
7447,74,76
9889,86,73
8839,74,59
2426,76,70
5182,90,84
8306,64,39
4861,92,42
3117,88,57
4415,98,70
881,76,71
4868,82,91
6950,100,52
8793,83,55
3039,85,21
6502,77,42
1551,72,68
9536,84,75
8935,80,54
1540,64,96
8507,85,40
3224,91,65
8421,81,71
1810,71,81
4617,73,19
6695,75,77
1906,81,56
5745,85,53
5722,71,48
2305,75,64
1682,84,71
5475,74,79
5673,66,62
265,85,66
5163,71,18
7122,89,100
185,84,49
9080,85,49
6729,85,67
8122,90,71
3162,82,43
7838,88,69
8270,97,40
4650,83,90
9290,84,26
5392,90,43
8532,79,37
7962,76,50
2791,81,87
5283,72,62
6997,86,65
8683,100,53
6084,75,28
1435,80,76
430,80,75
9408,90,48
4041,71,76
6003,78,49
8138,92,88
8774,78,74
2211,79,41
7168,86,54
4068,72,51
9560,68,68
2749,75,76
671,79,75
6684,75,36
7887,81,62
9026,83,79
1808,76,100
3582,86,57
3728,74,79
4816,89,33
7146,88,91
2029,71,65
9776,76,45
4490,84,41
8458,88,56
626,73,21
1221,78,56
4984,76,71
5840,92,47
7707,67,91
5054,73,27
4843,61,56
7806,77,49
9804,87,77
2524,82,100
1878,71,76
4346,78,68
3583,77,50
655,73,30
8109,76,29
117,82,90
5425,72,90
1761,79,68
8298,80,97
9906,73,68
7637,84,75
886,73,51
3183,78,37
1643,78,19
6497,81,82
8747,76,46
8403,76,97
7558,73,51
8350,86,51
3344,73,77
770,79,65
1668,81,85
228,78,77
1781,86,40
7228,90,57
9197,71,76
5599,71,72
2616,85,50
6599,86,20
8249,70,62
8696,68,59
5256,76,44
4965,79,53
5885,75,30
9764,77,41
2566,81,67
1617,76,27
6401,74,50
8266,90,24
5651,84,27
4636,84,62
9041,88,67
4723,89,46
8827,89,48
8230,86,100
6431,78,54
9480,77,87
4897,84,95
6486,71,88
4008,77,68
4981,82,49
2420,77,73
4595,66,90
8099,69,67
781,79,96
7929,77,72
3141,71,48
7,80,68
7568,78,43
979,74,50
1257,81,80
1026,78,26
1220,78,53
8792,91,28
4407,71,40
84,92,67
7432,84,64
1397,79,93
2215,77,22
953,88,100
4579,80,47
2411,85,64
5915,83,62
5732,74,96
2307,84,57
8001,74,45
4403,100,63
6277,89,79
2262,81,61
6255,81,91
7697,69,45
8118,78,12
847,81,36
9073,78,71
5459,77,42
6513,68,58
4701,92,100
7424,81,72
4969,73,94
4197,65,73
6384,70,93
144,83,28
244,89,55
4548,81,89
4899,69,49
5826,63,40
2318,88,41
2485,80,68
1202,60,15
7306,93,67
4423,78,91
4208,78,67
2825,62,24
8375,69,31
574,68,44
9376,100,15
2525,68,97
4195,81,52
2930,87,81
9469,84,48
6946,85,54
9931,77,79
5138,73,78
3618,79,29
1663,80,63
1777,92,46
2736,100,49
6812,95,81
8752,76,52
7614,84,39
9834,96,92
5036,79,56
4176,85,69
5339,79,39
9475,73,53
2367,96,33
9556,79,87
5143,92,51
280,76,52
6490,67,25
4872,86,58
5082,90,41
4719,82,36
3184,52,33
2929,85,30
6913,79,89
1416,78,20
9592,95,51
1158,87,50
5823,85,44
3380,83,67
2960,74,74
9568,72,49
361,90,27
5457,80,84
7510,80,39
7194,68,99
5952,88,63
1150,75,77
798,68,80
7075,75,64
4389,86,78
2716,75,61
1931,75,41
9518,89,50
82,90,84
297,90,51
7416,85,69
5830,73,61
7560,100,66
3845,83,65
9576,73,100
1280,69,100
7197,89,72
1003,74,61
956,81,75
5233,73,20
6263,77,49
5684,85,51
9904,78,60
785,72,93
6186,69,84
6857,89,51
2632,81,84
336,77,37
2855,74,37
8546,71,42
1645,74,54
5634,89,59
429,70,92
5512,80,48
3456,85,71
5209,81,71
6134,69,78
2945,81,61
9068,77,60
4107,92,70
4365,71,73
3248,91,18
1463,74,45
7012,77,60
9949,68,62
848,79,80
3148,78,52
8463,77,68
6831,78,73
735,83,56
8856,73,51
5011,66,50
4945,81,70
8162,87,51
2913,77,54
6561,75,57
3157,86,50
8746,79,50
6604,72,69
1733,87,32
167,74,52
3816,86,34
3313,82,72
3660,72,63
6334,90,67
5575,86,72
3817,80,29
7437,84,2
6518,77,82
2063,90,53
1108,79,92
5806,78,79
8558,70,29
1996,67,64
6612,83,63
3404,64,66
6412,72,35
3562,86,42
1598,80,70
2903,74,46
2900,77,100
6074,90,51
3033,89,54
1135,73,56
9673,80,59
6068,85,50
3945,75,100
5264,80,61
8129,88,75
837,78,88
5306,82,80
2906,72,54
1059,74,82
7117,95,75
8859,90,72
5617,91,35
8437,71,56
9166,77,60
6537,87,69
4618,78,57
7960,80,100
4853,94,87
5962,74,70
3018,83,78
5924,91,61
9222,85,59
4017,82,73
9741,87,82
3981,65,69
2209,84,55
6056,83,75
394,74,55
5359,88,62
2777,83,6
3743,78,51
9730,79,64
3782,80,92
3871,67,78
5124,86,24
8216,86,77
2554,87,79
2889,63,61
4001,91,59
8582,73,68
3377,65,40
3460,81,72
3596,96,29
219,87,77
7914,95,25
5937,87,63
9708,79,65
7081,94,36
7376,88,77
3309,82,75
7341,81,65
6944,77,74
6283,88,62
898,61,58
5521,84,75
1688,92,40
6584,78,38
8348,67,57
7908,80,36
4697,100,53
6541,82,29
9175,67,78
3573,82,94
9121,72,59
5984,66,81
3995,90,59
7746,83,14
2454,74,67
4314,81,67
8666,84,74
6545,78,63
5724,90,39
1779,90,49
5319,64,92
5021,82,61
5089,90,74
408,87,39
2304,89,30
4171,75,54
5507,86,83
1349,73,61
6162,80,43
2997,87,56
8123,76,45
3880,81,58
7362,71,67
4573,76,65
9223,74,32
5217,66,66
1695,85,31
7724,82,42
6015,61,85
8835,91,15
5465,79,96
1048,74,60
7852,90,70
2882,79,100
4671,69,49
9599,74,55
3429,86,40
8426,79,67
8878,78,54
4034,80,61
3835,80,47
6060,84,62
3257,83,46
648,76,89
9712,72,49
8477,87,29
7738,74,70
1232,88,61
4355,89,65
8273,89,27
1955,69,70
1090,89,66
5683,89,61
7308,72,82
4410,81,69
2076,77,30
31,79,92
6806,94,90
5595,73,81
4295,72,78
3963,85,100
7883,76,60
3828,78,61
2306,74,24
5455,88,55
1426,78,63
9476,85,2
6023,88,57
2288,78,35
3065,73,80
6799,82,23
3699,83,32
9444,73,47
6421,61,56
9411,72,61
1559,86,29
708,80,97
8268,89,72
6368,58,34
4541,90,40
1371,75,50
1171,65,66
1022,73,60
8535,97,81
4238,84,29
7846,88,83
7521,94,80
9554,82,77
9425,94,27
6774,84,40
1082,84,37
9075,95,67
6881,82,77
1404,80,59
9905,83,85
2239,76,32
2394,87,78
4998,81,65
1293,86,46
8447,83,41
6928,82,44
2297,59,64
7472,82,58
6748,96,49
3528,89,30
660,81,69
7569,84,66
6300,84,74
8269,84,62
4511,76,86
5719,74,33
2319,81,31
1867,73,68
8112,78,66
5805,79,38
5212,73,73
3602,72,30
5923,65,67
5226,77,41
6370,86,71
7441,76,65
1791,79,63
6941,73,69
6961,75,35
9109,74,71
1133,82,59
658,85,86
8801,78,76
5351,90,51
8192,84,59
7038,64,70
7855,85,27
4357,93,62
1198,77,52
3724,85,37
3492,60,53
1993,66,60
2654,87,52
8145,81,71
9583,76,50
1953,80,33
2444,82,51
8512,87,61
4291,74,24
5791,80,69
7588,85,51
3727,79,71
1471,70,94
6305,85,54
4648,80,72
5941,68,72
2941,74,25
5258,92,78
2106,79,47
281,82,69
8884,76,51
6252,69,33
899,79,38
372,87,23
130,92,75
7760,74,96
7452,89,50
7412,80,60
6903,84,55
9542,79,35
286,76,76
6634,74,39
4769,69,95
6938,84,50
6113,79,71
2095,79,54
6641,75,72
6452,82,60
4026,84,85
4772,92,32
8704,74,84
1567,84,66
3315,74,48
9237,70,61
6914,69,100
8051,93,44
7973,84,51
5681,87,53
3646,85,76
7528,79,34
1189,82,96
8088,82,93
6877,86,67
4496,72,87
1769,88,66
7963,68,40
5406,77,73
6670,73,30
2899,79,14
9092,70,47
5206,89,81
6916,71,78
7058,72,71
5965,67,50
1060,64,73
6253,65,45
7921,79,91
4350,86,45
9110,78,65
5518,95,64
9658,78,60
5396,82,56
3360,77,83
8205,81,88
7084,76,24
4397,89,85
4698,82,34
8224,86,100
6643,81,71
7832,78,75
6470,91,41
7141,78,55
1650,93,81
3759,83,73
5083,71,52
968,85,15
1159,80,91
4360,83,32
1200,70,73
2609,71,60
523,68,77
3694,80,92
8472,87,30
3086,76,69
4321,88,71
8526,80,62
7639,70,65
8274,83,45
9816,88,67
7886,80,86
5700,75,79
1882,74,89
3045,72,43
6754,83,60
6873,83,87
8968,85,48
8757,94,60
7229,74,81
9325,82,90
4354,79,56
5000,85,66
6780,76,66
1321,82,59
703,88,28
1689,78,45
3418,82,48
7223,66,79
4023,83,56
4361,96,80
1342,71,44
9615,80,68
4038,69,44
7237,89,44
3810,66,65
2173,88,63
5297,93,53
7998,81,70
8656,62,36
1727,74,58
2466,79,35
9039,75,33
45,73,57
8314,66,78
275,75,79
4251,83,100
773,80,48
8097,73,55
8451,72,11
4292,67,74
9238,77,49
4330,72,86
3761,80,64
9491,77,100
7090,83,87
4287,71,62
454,85,84
7907,62,66
2551,74,43
9595,68,16
2685,70,44
1503,83,66
8681,86,37
754,71,36
6405,91,54
3156,81,67
6243,78,60
5277,84,30
3666,78,28
7046,85,45
8363,62,60
2066,77,99
4901,71,66
247,73,56
2723,93,95
7526,95,62
5539,63,70
2157,73,17
1664,84,55
2784,82,41
5713,69,58
9692,75,29
3745,92,50
3379,99,22
8397,80,61
6089,79,45
764,91,88
1805,78,66
2573,81,67
4492,70,30
8970,82,43
42,79,61
5571,87,56
804,73,60
6979,76,66
2563,79,70
1242,63,35
2668,79,52
7002,77,41
761,73,56
8111,86,69
8675,92,45
1569,78,36
3330,79,56
7295,72,61
2830,87,48
9263,77,49
380,72,49
3637,67,50
1101,88,50
3700,79,67
2026,71,78
7945,79,74
7481,81,72
3023,92,88
3730,90,23
2808,73,72
1898,75,58
7026,84,62
2166,73,86
6008,85,61
1460,67,62
1555,84,19
59,68,45
8961,83,70
7390,82,82
3741,87,37
2643,60,63
4609,81,42
4108,76,86
4237,80,40
1256,78,46
9210,89,88
4572,72,51
9054,77,67
9569,87,36
2492,68,78
5443,71,56
1631,87,25
7772,68,67
8866,60,38
2478,68,57
3474,84,70
2470,69,74
1113,68,45
6237,56,55
5211,85,62
9011,80,61
319,69,100
493,72,62
1105,81,56
9835,86,62
5112,79,91
4366,82,100
2013,74,39
3864,76,58
6726,92,68
3551,79,83
3639,82,81
7539,86,84
1748,80,79
8057,96,73
4627,76,100
351,77,70
5577,70,33
9867,77,56
5718,78,93
4477,91,56
5219,90,39
2225,73,81
981,80,53
871,87,76
9094,77,85
8204,77,54
2558,92,43
1472,79,39
3314,71,39
1104,76,100
4805,80,91
9362,84,43
4106,74,82
3826,82,62
2890,73,40
6626,81,29
5938,82,49
9603,81,59
4688,79,5
3444,73,37
8207,66,20
4845,77,90
5606,81,39
4898,77,48
8722,82,52
5114,76,44
4678,79,36
5164,90,70
783,83,46
1609,79,46
5903,76,68
5320,68,69
3711,80,29
9682,90,58
346,80,93
8919,88,56
833,68,100
4240,70,74
6488,92,74
9113,86,53
6182,82,71
1226,87,90
7815,83,51
6335,80,72
1921,77,56
7446,79,99
6879,96,84
5728,71,74
3550,81,45
8673,79,70
769,76,31
377,86,70
7713,77,48
7160,78,76
522,85,46
2667,82,74
7246,90,53
8413,85,52
8081,86,45
2698,83,89
490,71,42
7623,79,76
4156,82,54
6635,89,41
7392,82,53
6033,85,73
9114,80,81
9761,73,39
7971,90,82
4771,78,59
9565,85,46
4685,82,44
5928,79,25
9221,75,52
4946,72,100
2178,82,43
6690,81,52
6307,72,79
21,88,7
4381,79,83
8259,78,53
1687,70,78
1999,76,33
4844,83,63
947,75,100
9661,96,88
2453,81,92
6646,59,67
8737,77,33
1816,81,40
2562,78,54
1740,76,37
4666,77,72
8427,74,51
8323,90,61
328,88,91
6199,81,41
6330,92,25
3868,92,66
1456,78,36
4012,82,52
2709,77,58
9831,87,59
8591,77,29
5981,76,67
5296,82,66
1768,89,79
6538,67,74
2980,74,51
830,78,67
3512,62,74
5848,63,73
4740,84,70
7144,73,82
9628,75,74
2977,88,51
776,77,8
450,74,48
6843,64,57
9208,78,51
8241,73,52
348,60,52
9553,92,76
1264,67,56
622,71,51
2920,78,51
2760,88,57
2120,73,91
3892,100,100
3812,70,36
9105,87,59
4458,90,33
245,80,35
2415,79,53
7541,93,57
1561,83,72
9146,90,78
2242,62,80
6863,82,43
3200,83,71
6746,80,51
6195,80,41
3238,79,59
6956,67,44
9987,69,47
6342,75,73
2520,83,45
388,69,50
9015,74,55
2963,81,52
5248,87,47
9331,63,26
1525,67,57
5141,62,44
6137,80,46
4269,90,63
2189,94,37
5422,76,77
86,83,33
9748,79,70
3,76,26
7049,85,64
5538,84,21
5062,64,72
3978,87,21
13,70,72
4700,74,68
2708,73,59
3075,65,86
3168,69,56
9298,87,53
3797,83,42
1763,78,51
3374,76,100
966,81,50
3626,90,75
3647,90,44
3206,72,94
4756,72,43
7152,86,45
7098,78,36
4257,85,43
5498,85,44
8217,82,54
2515,83,71
9857,77,33
8016,76,45
9521,91,20
3231,86,68
9137,77,20
7329,75,44
824,87,70
4408,71,45
5901,60,70
8589,96,51
6629,74,68
8910,81,68
4592,79,54
7690,79,70
9541,65,69
1455,85,35
2057,81,51
6922,80,83
5108,98,52
4158,82,58
2036,79,44
2008,69,75
7289,57,66
2881,79,100
8969,83,46
1811,75,52
8104,79,60
9545,83,50
7457,97,55
7903,72,61
2429,69,66
103,85,33
8533,80,55
2099,86,58
343,73,78
8562,97,89
2657,86,72
2132,87,60
1477,71,68
3735,82,72
2835,83,71
317,73,44
2144,92,50
2771,94,100
9608,69,56
9625,79,73
2217,91,61
7991,80,63
7668,69,78
2275,66,86
7128,81,44
7450,87,62
2360,82,53
517,68,42
3425,82,91
7814,71,18
1095,81,77
6547,65,50
2119,72,32
1255,64,84
5887,83,65
2677,82,69
405,84,60
1734,70,60
5247,79,67
2814,80,54
5285,81,78
8548,85,49
9942,84,60
2421,80,38
20,97,100
1010,80,45
998,82,100
2438,73,48
1019,83,99
2991,85,28
2509,83,56
2392,71,61
6759,83,48
7109,78,68
2699,79,67
8009,67,57
9295,69,59
5583,78,40
8989,72,72
716,92,67
3525,84,62
9203,66,73
5899,90,63
1389,85,40
7485,74,89
6574,74,67
1839,93,75
663,67,35
8711,85,36
657,83,64
9202,86,50
7718,76,41
8603,89,45
1838,89,37
9277,74,42
8569,82,82
4916,68,68
4264,72,27
5241,70,43
8353,91,64
1841,74,81
2908,72,43
8029,89,31
9433,82,71
6017,85,61
9879,85,77
5357,94,22
7136,87,74
2373,73,77
590,84,66
8027,75,46
4029,86,44
6631,84,71
9409,97,76
7756,84,60
4833,82,65
9758,73,65
3473,96,56
2020,98,67
4179,80,80
2232,92,78
7777,91,94
4452,79,44
7449,86,47
9924,95,49
7067,85,38
4933,74,65
1523,83,43
7782,74,45
4625,72,66
9164,94,40
453,77,65
5660,72,55
7944,76,61
581,79,37
525,63,76
6093,91,7
1227,76,61
6341,93,63
9244,80,51
8410,91,60
6451,84,74
6853,87,82
7495,91,59
1076,81,61
5367,86,33
5857,88,56
8819,81,71
2884,78,46
6810,85,43
3118,73,52
6317,80,88
1656,80,83
8702,67,50
303,83,64
6385,76,69
5547,85,45
2018,85,41
9307,60,77
3746,77,54
7913,77,63
4722,92,50
8365,70,31
5148,75,41
2363,62,61
7101,83,39
9836,72,59
443,75,62
6577,83,80
6387,72,74
285,77,65
8004,72,70
706,80,52
701,62,44
4593,79,78
8687,78,80
7220,76,41
666,94,17
2984,84,22
2269,77,22
1782,78,77
2199,88,77
864,83,73
366,95,72
1353,87,41
3329,87,74
5725,76,69
6894,78,82
8566,84,100
8815,66,69
3207,88,70
2140,87,61
98,70,62
9163,86,31
7014,71,24
629,74,49
4445,84,44
705,81,49
9033,76,50
6569,81,4
1214,76,67
3614,86,71
8416,82,43
1405,92,72
4154,58,63
8823,87,84
4674,79,62
1751,87,100
9991,98,72
5994,81,52
5640,78,72
7375,90,100
277,91,100
9579,92,54
208,77,52
8868,83,51
3848,82,42
9710,82,87
1529,84,81
4418,74,24
5195,69,54
5739,64,59
8674,77,80
5133,73,50
511,83,32
4732,85,81
9688,65,67
6827,76,34
8396,81,96
9696,81,58
613,100,29
6718,87,59
1853,86,63
486,70,58
1483,71,83
2786,86,12
3953,93,58
3570,97,55
6739,84,32
53,90,100
3855,82,42
3802,80,69
8492,85,86
5517,76,80
6420,72,72
5394,75,55
5556,74,48
4977,81,56
4260,78,57
129,95,77
9392,69,67
7269,88,84
9755,71,50
81,79,52
3153,71,88
5967,84,62
7253,76,84
4983,71,65
8728,80,71
114,87,68
7321,81,78
2087,86,51
2125,90,26
6601,70,64
2328,68,56
5427,93,62
204,71,32
6588,70,70
5552,76,44
1797,83,75
2512,80,75
8540,76,85
2187,84,53
3535,79,41
4010,77,60
7650,89,84
7097,79,62
9321,87,70
7523,74,56
321,89,29
1728,86,65
7003,82,66
9650,88,35
481,76,70
3556,81,24
5421,70,69
2046,74,81
1747,71,47
3336,90,84
7617,81,91
4409,91,64
8454,82,54
2204,77,78
4134,74,49
9877,86,16
7479,81,58
4267,80,46
4138,74,80
2807,66,91
5573,80,56
3193,62,49
8518,83,39
9435,79,54
2153,80,80
4585,84,56
693,84,75
8563,93,99
7788,86,28
9571,84,85
6998,91,31
5026,85,37
989,76,26
3494,84,71
9329,78,53
4117,84,70
645,74,75
106,81,100
1484,91,93
6665,87,66
2261,89,60
9334,83,45
5804,67,65
4632,68,29
6647,86,69
2323,75,64
2676,97,29
6777,71,23
4216,57,64
8391,83,77
3706,70,34
8370,76,70
504,75,55
9431,80,54
1610,80,41
9792,92,66
7089,78,38
9103,77,88
3566,71,22
3975,79,77
1383,93,84
5553,71,48
9158,70,48
5842,83,43
2359,86,100
880,81,50
6747,74,66
7466,68,47
6532,86,31
6842,82,80
3669,93,56
8936,86,75
6176,77,98
4736,86,60
5086,91,50
5563,75,50
7407,80,49
7974,79,67
4127,83,87
3327,77,73
9305,79,55
7361,72,71
2212,70,11
8795,87,22
6931,100,70
4665,86,62
1821,75,68
6524,80,70
159,83,52
3366,83,72
6260,90,99
5782,65,30
9971,79,64
1330,85,63
3495,76,64
1969,89,28
1799,65,10
5120,78,65
7711,84,64
3095,81,90
834,93,53
9939,76,84
2384,71,81
4954,82,76
8411,86,93
7583,100,81
7669,66,39
4396,89,59
3454,72,35
2123,92,95
8703,77,39
309,77,60
5803,95,47
559,82,33
6963,82,32
877,82,48
2740,73,64
2007,84,35
2877,61,63
801,79,91
2082,89,62
3140,82,67
964,75,51
3622,84,82
813,77,74
6175,82,64
8355,74,54
1387,82,43
7346,76,66
577,84,50
1596,94,48
7070,70,40
2764,94,54
4466,82,65
5225,74,62
608,90,22
7752,60,73
1837,76,29
8832,91,45
8352,76,87
9801,87,39
4479,90,60
5452,79,55
1037,79,28
7399,87,51
1824,77,59
3046,81,61
2206,73,48
9952,90,49
3624,72,42
6623,67,44
1744,95,59
6694,74,56
508,81,78
6506,75,64
1017,67,64
4405,77,53
3933,69,72
3268,89,61
334,81,61
4882,80,30
6284,78,64
858,84,41
5192,73,41
910,79,50
288,72,80
4214,70,51
5265,67,87
1363,84,66
8132,92,36
1215,82,72
7010,91,91
4439,86,94
5170,90,52
2548,75,49
4233,74,55
146,77,47
3482,85,73
6369,92,41
741,95,42
9970,82,0
9227,79,39
7332,84,49
2602,81,16
2358,82,96
1262,90,56
1795,79,0
6096,62,67
4067,89,56
4483,78,39
8326,89,59
6129,67,74
8039,69,20
8529,69,57
2233,77,30
9679,87,82
3242,80,38
901,80,61
9687,67,72
7508,98,57
697,85,98
8334,74,91
6508,74,76
3133,75,94
8869,81,29
6540,76,53
3226,76,75
5033,86,28
2480,78,87
9936,80,39
1382,86,36
1212,79,90
6461,94,74
4198,82,45
4876,83,80
2552,68,58
9978,76,59
7660,75,49
476,87,70
7547,81,36
5737,78,39
2327,76,70
8172,72,81
8904,74,89
6104,87,63
765,92,88
5708,76,62
9861,83,53
9035,78,89
6032,75,45
7258,79,71
6770,75,48
6262,82,44
1897,85,71
4864,66,60
4784,80,31
9378,83,60
8905,75,14
9104,84,64
6795,71,56
4249,81,60
8068,100,60
8608,81,25
7574,77,53
1025,80,31
2923,82,86
1651,83,50
1367,73,42
505,77,66
789,91,55
9386,75,81
1337,85,80
3590,85,56
5201,73,22
2776,81,74
6055,80,42
9077,81,63
329,75,58
1240,83,91
6791,68,37
5502,76,34
9585,83,63
8091,84,47
1126,70,71
4113,73,52
8516,90,45
9850,74,63
7770,79,31
540,83,35
4558,75,58
1803,79,40
9279,86,53
7186,84,75
8299,74,69
6653,80,63
6918,81,41
1086,72,63
6190,82,59
7330,78,27
5844,94,61
4886,87,83
3837,84,50
1439,91,66
3338,79,58
5187,71,93
5643,78,60
8450,73,79
7474,65,37
4866,91,54
4164,92,68
6208,80,50
6973,80,92
3791,78,65
9728,86,38
8964,77,20
6764,83,32
4196,84,27
3923,73,65
9724,74,10
5254,74,38
5433,82,93
4194,89,97
3819,89,70
395,70,58
3538,78,67
5189,82,39
4859,80,57
531,79,82
503,86,76
4790,78,100
6858,74,26
9312,68,80
2781,81,63
5934,86,100
1302,73,67
4599,64,81
1299,78,55
3317,85,100
1870,72,64
3311,67,100
1724,73,39
7917,92,25
6520,74,32
9081,80,58
1432,80,68
9350,88,97
9162,83,77
2181,82,67
4461,69,65
5316,82,64
9640,76,47
2794,84,91
6101,64,50
2476,78,72
8107,81,83
1666,81,54
8667,84,71
8038,80,69
8671,86,76
9074,80,58
4306,80,82
1184,69,56
5612,81,14
7204,82,96
1670,68,86
4777,90,42
5052,67,70
3875,81,67
4289,69,79
6901,94,67
4942,83,49
8361,79,35
2905,77,52
8522,82,47
714,79,55
2335,83,94
5413,84,78
5458,74,69
8250,77,67
5594,89,49
4429,72,72
6145,79,61
57,72,64
4535,80,61
9108,75,56
4534,80,40
4159,74,54
7862,83,65
1741,69,58
9138,76,67
2743,76,58
5441,86,32
6347,82,84
7383,67,30
7546,90,69
187,71,70
4520,88,63
3493,76,73
169,70,53
2953,85,42
7367,90,24
7387,76,72
4065,79,21
8889,74,64
8926,83,51
9194,79,46
3438,69,56
3202,88,46
2355,69,27
6550,80,42
2437,68,68
6568,79,50
4253,86,64
1534,80,62
9847,70,72
6447,82,74
8453,78,95
9067,76,75
903,73,69
3814,89,15
3795,78,79
1072,75,34
9981,79,93
2553,75,100
6146,89,100
8408,74,42
7559,74,97
5997,77,71
9852,81,57
8199,80,77
8366,91,43
2292,79,66
4938,88,75
3697,81,32
1995,72,48
592,98,99
9703,72,80
3957,80,62
6971,82,63
5327,81,63
7630,66,30
1775,85,77
909,84,88
6389,89,65
9815,89,74
9217,87,44
6005,87,53
1488,82,29
6712,71,93
1279,100,37
8877,96,35
9923,73,68
4640,69,62
4440,77,19
396,72,34
2604,76,59
5935,77,62
9783,92,85
844,65,67
8156,80,100
9791,83,38
6689,86,69
9170,83,33
4857,76,75
2213,80,63
2921,64,96
2160,97,78
2191,81,92
885,97,68
6259,83,38
7610,86,31
173,81,82
6828,63,68
4140,89,77
4941,84,56
5139,87,70
8401,72,56
7216,86,50
7280,77,100
7561,86,100
7551,80,68
7525,60,27
6991,75,60
3790,64,55
5656,90,58
4050,88,74
5412,96,46
9270,65,68
1446,80,56
3932,87,77
6884,88,42
1274,69,67
3606,84,100
9030,90,72
8602,90,25
8442,68,61
7942,100,69
6398,94,81
7262,81,71
7499,73,20
5631,85,73
1050,56,53
6676,68,54
4728,77,51
1318,89,38
780,71,38
5632,77,82
3368,80,54
1139,81,52
7086,95,77
1079,84,48
2167,97,76
8592,88,36
717,80,73
8302,85,64
9117,82,44
5958,65,40
6636,74,81
7549,87,48
1876,75,54
9474,86,36
9700,78,65
5929,81,34
8831,69,47
1773,78,58
9486,84,53
8731,83,50
7981,79,42
1802,72,51
3466,77,25
4537,85,43
1001,72,58
676,90,60
8973,90,91
6503,87,75
3103,80,29
6838,75,22
6220,86,39
5330,99,79
8385,82,32
4119,79,64
6815,84,100
3530,79,58
3760,90,52
9178,67,75
157,97,48
1140,73,20
7935,78,87
6937,83,67
1434,87,51
434,79,40
4582,82,99
6117,74,39
9744,72,67
8265,71,74
723,82,62
9742,78,49
6378,80,48
1074,62,68
1737,75,62
2188,75,31
1594,72,96
8895,80,66
2333,75,55
2976,75,91
5922,84,51
7670,90,52
6872,69,65
9927,80,26
267,75,49
3698,92,84
6164,67,30
5945,86,62
631,96,46
337,74,38
3721,88,26
9514,99,64
9381,94,61
6394,78,68
9288,81,89
3407,90,65
3829,84,82
447,92,53
3954,79,24
5181,72,80
160,74,67
5162,69,68
7083,70,65
2901,77,87
2648,79,100
2156,72,81
3518,70,42
2752,82,29
1925,71,100
3082,84,45
7885,72,63
1736,79,33
1479,73,57
8330,67,42
6453,76,29
1016,69,48
5240,66,43
4746,85,100
3064,84,42
